ca,choice,cp,exang,fbs,k,p,restecg,scaler,scaling,score,sex,slope,thal
0,3,1,0,0,5,2,0,normalize,1,0.84375,0,1,1
1,3,1,0,0,5,2,0,None,0,0.625,0,1,0
1,3,1,0,0,5,2,0,standard,1,0.769230769,0,1,0
1,3,1,0,0,5,2,0,min_max,1,0.8125,0,1,0
1,3,1,0,0,5,2,0,max_abs,1,0.78125,0,1,0
1,3,1,0,0,5,2,0,robust,1,0.786885246,0,1,0
1,3,1,0,0,5,2,0,normalize,1,0.787878788,0,1,0
1,3,1,0,0,5,2,0,None,0,0.625,0,1,1
1,3,1,0,0,5,2,0,standard,1,0.8,0,1,1
1,3,1,0,0,5,2,0,min_max,1,0.866666667,0,1,1
1,3,1,0,0,5,2,0,max_abs,1,0.852459016,0,1,1
1,3,1,0,0,5,2,0,robust,1,0.813559322,0,1,1
1,3,1,0,0,5,2,0,normalize,1,0.830769231,0,1,1
0,3,1,1,0,5,2,0,None,0,0.603174603,0,0,0
0,3,1,1,0,5,2,0,standard,1,0.766666667,0,0,0
0,3,1,1,0,5,2,0,min_max,1,0.8,0,0,0
0,3,1,1,0,5,2,0,max_abs,1,0.8,0,0,0
0,3,1,1,0,5,2,0,robust,1,0.771929825,0,0,0
0,3,1,1,0,5,2,0,normalize,1,0.793650794,0,0,0
0,3,1,1,0,5,2,0,None,0,0.603174603,0,0,1
0,3,1,1,0,5,2,0,standard,1,0.8,0,0,1
0,3,1,1,0,5,2,0,min_max,1,0.838709677,0,0,1
0,3,1,1,0,5,2,0,max_abs,1,0.838709677,0,0,1
0,3,1,1,0,5,2,0,robust,1,0.827586207,0,0,1
0,3,1,1,0,5,2,0,normalize,1,0.819672131,0,0,1
1,3,1,1,0,5,2,0,None,0,0.625,0,0,0
1,3,1,1,0,5,2,0,standard,1,0.769230769,0,0,0
1,3,1,1,0,5,2,0,min_max,1,0.78125,0,0,0
1,3,1,1,0,5,2,0,max_abs,1,0.793650794,0,0,0
1,3,1,1,0,5,2,0,robust,1,0.774193548,0,0,0
1,3,1,1,0,5,2,0,normalize,1,0.757575758,0,0,0
1,3,1,1,0,5,2,0,None,0,0.625,0,0,1
1,3,1,1,0,5,2,0,standard,1,0.793103448,0,0,1
1,3,1,1,0,5,2,0,min_max,1,0.819672131,0,0,1
1,3,1,1,0,5,2,0,max_abs,1,0.847457627,0,0,1
1,3,1,1,0,5,2,0,robust,1,0.813559322,0,0,1
1,3,1,1,0,5,2,0,normalize,1,0.819672131,0,0,1
0,3,1,1,0,5,2,0,None,0,0.625,0,1,0
0,3,1,1,0,5,2,0,standard,1,0.813559322,0,1,0
0,3,1,1,0,5,2,0,min_max,1,0.825396825,0,1,0
0,3,1,1,0,5,2,0,max_abs,1,0.8,0,1,0
0,3,1,1,0,5,2,0,robust,1,0.779661017,0,1,0
0,3,1,1,0,5,2,0,normalize,1,0.8,0,1,0
0,3,1,1,0,5,2,0,None,0,0.625,0,1,1
0,3,1,1,0,5,2,0,standard,1,0.852459016,0,1,1
0,3,1,1,0,5,2,0,min_max,1,0.838709677,0,1,1
0,3,1,1,0,5,2,0,max_abs,1,0.857142857,0,1,1
0,3,1,1,0,5,2,0,robust,1,0.847457627,0,1,1
0,3,1,1,0,5,2,0,normalize,1,0.825396825,0,1,1
1,3,1,1,0,5,2,0,None,0,0.625,0,1,0
1,3,1,1,0,5,2,0,standard,1,0.761904762,0,1,0
1,3,1,1,0,5,2,0,min_max,1,0.793650794,0,1,0
1,3,1,1,0,5,2,0,max_abs,1,0.78125,0,1,0
1,3,1,1,0,5,2,0,robust,1,0.766666667,0,1,0
1,3,1,1,0,5,2,0,normalize,1,0.769230769,0,1,0
1,3,1,1,0,5,2,0,None,0,0.625,0,1,1
1,3,1,1,0,5,2,0,standard,1,0.8,0,1,1
1,3,1,1,0,5,2,0,min_max,1,0.857142857,0,1,1
1,3,1,1,0,5,2,0,max_abs,1,0.84375,0,1,1
1,3,1,1,0,5,2,0,robust,1,0.827586207,0,1,1
1,3,1,1,0,5,2,0,normalize,1,0.818181818,0,1,1
0,3,1,0,0,5,2,1,None,0,0.603174603,0,0,0
0,3,1,0,0,5,2,1,standard,1,0.754098361,0,0,0
0,3,1,0,0,5,2,1,min_max,1,0.75,0,0,0
0,3,1,0,0,5,2,1,max_abs,1,0.75,0,0,0
0,3,1,0,0,5,2,1,robust,1,0.786885246,0,0,0
0,3,1,0,0,5,2,1,normalize,1,0.761904762,0,0,0
0,3,1,0,0,5,2,1,None,0,0.603174603,0,0,1
0,3,1,0,0,5,2,1,standard,1,0.838709677,0,0,1
0,3,1,0,0,5,2,1,min_max,1,0.793650794,0,0,1
0,3,1,0,0,5,2,1,max_abs,1,0.806451613,0,0,1
0,3,1,0,0,5,2,1,robust,1,0.793103448,0,0,1
0,3,1,0,0,5,2,1,normalize,1,0.78125,0,0,1
1,3,1,0,0,5,2,1,None,0,0.603174603,0,0,0
1,3,1,0,0,5,2,1,standard,1,0.741935484,0,0,0
1,3,1,0,0,5,2,1,min_max,1,0.8,0,0,0
1,3,1,0,0,5,2,1,max_abs,1,0.78125,0,0,0
1,3,1,0,0,5,2,1,robust,1,0.786885246,0,0,0
1,3,1,0,0,5,2,1,normalize,1,0.746268657,0,0,0
1,3,1,0,0,5,2,1,None,0,0.603174603,0,0,1
1,3,1,0,0,5,2,1,standard,1,0.813559322,0,0,1
1,3,1,0,0,5,2,1,min_max,1,0.776119403,0,0,1
1,3,1,0,0,5,2,1,max_abs,1,0.825396825,0,0,1
1,3,1,0,0,5,2,1,robust,1,0.819672131,0,0,1
1,3,1,0,0,5,2,1,normalize,1,0.8,0,0,1
0,3,1,0,0,5,2,1,None,0,0.625,0,1,0
0,3,1,0,0,5,2,1,standard,1,0.786885246,0,1,0
0,3,1,0,0,5,2,1,min_max,1,0.825396825,0,1,0
0,3,1,0,0,5,2,1,max_abs,1,0.806451613,0,1,0
0,3,1,0,0,5,2,1,robust,1,0.774193548,0,1,0
0,3,1,0,0,5,2,1,normalize,1,0.825396825,0,1,0
0,3,1,0,0,5,2,1,None,0,0.625,0,1,1
0,3,1,0,0,5,2,1,standard,1,0.819672131,0,1,1
0,3,1,0,0,5,2,1,min_max,1,0.857142857,0,1,1
0,3,1,0,0,5,2,1,max_abs,1,0.852459016,0,1,1
0,3,1,0,0,5,2,1,robust,1,0.813559322,0,1,1
0,3,1,0,0,5,2,1,normalize,1,0.84375,0,1,1
1,3,1,0,0,5,2,1,None,0,0.625,0,1,0
1,3,1,0,0,5,2,1,standard,1,0.766666667,0,1,0
1,3,1,0,0,5,2,1,min_max,1,0.787878788,0,1,0
1,3,1,0,0,5,2,1,max_abs,1,0.769230769,0,1,0
1,3,1,0,0,5,2,1,robust,1,0.754098361,0,1,0
1,3,1,0,0,5,2,1,normalize,1,0.776119403,0,1,0
1,3,1,0,0,5,2,1,None,0,0.625,0,1,1
1,3,1,0,0,5,2,1,standard,1,0.771929825,0,1,1
1,3,1,0,0,5,2,1,min_max,1,0.825396825,0,1,1
1,3,1,0,0,5,2,1,max_abs,1,0.825396825,0,1,1
1,3,1,0,0,5,2,1,robust,1,0.813559322,0,1,1
1,3,1,0,0,5,2,1,normalize,1,0.830769231,0,1,1
0,3,1,1,0,5,2,1,None,0,0.603174603,0,0,0
0,3,1,1,0,5,2,1,standard,1,0.766666667,0,0,0
0,3,1,1,0,5,2,1,min_max,1,0.793650794,0,0,0
0,3,1,1,0,5,2,1,max_abs,1,0.793650794,0,0,0
0,3,1,1,0,5,2,1,robust,1,0.766666667,0,0,0
0,3,1,1,0,5,2,1,normalize,1,0.8,0,0,0
0,3,1,1,0,5,2,1,None,0,0.603174603,0,0,1
0,3,1,1,0,5,2,1,standard,1,0.852459016,0,0,1
0,3,1,1,0,5,2,1,min_max,1,0.8125,0,0,1
0,3,1,1,0,5,2,1,max_abs,1,0.825396825,0,0,1
0,3,1,1,0,5,2,1,robust,1,0.813559322,0,0,1
0,3,1,1,0,5,2,1,normalize,1,0.793650794,0,0,1
1,3,1,1,0,5,2,1,None,0,0.603174603,0,0,0
1,3,1,1,0,5,2,1,standard,1,0.754098361,0,0,0
1,3,1,1,0,5,2,1,min_max,1,0.806451613,0,0,0
1,3,1,1,0,5,2,1,max_abs,1,0.806451613,0,0,0
1,3,1,1,0,5,2,1,robust,1,0.78125,0,0,0
1,3,1,1,0,5,2,1,normalize,1,0.78125,0,0,0
1,3,1,1,0,5,2,1,None,0,0.603174603,0,0,1
1,3,1,1,0,5,2,1,standard,1,0.833333333,0,0,1
1,3,1,1,0,5,2,1,min_max,1,0.806451613,0,0,1
1,3,1,1,0,5,2,1,max_abs,1,0.806451613,0,0,1
1,3,1,1,0,5,2,1,robust,1,0.8,0,0,1
1,3,1,1,0,5,2,1,normalize,1,0.806451613,0,0,1
0,3,1,1,0,5,2,1,None,0,0.625,0,1,0
0,3,1,1,0,5,2,1,standard,1,0.819672131,0,1,0
0,3,1,1,0,5,2,1,min_max,1,0.806451613,0,1,0
0,3,1,1,0,5,2,1,max_abs,1,0.825396825,0,1,0
0,3,1,1,0,5,2,1,robust,1,0.786885246,0,1,0
0,3,1,1,0,5,2,1,normalize,1,0.806451613,0,1,0
0,3,1,1,0,5,2,1,None,0,0.625,0,1,1
0,3,1,1,0,5,2,1,standard,1,0.852459016,0,1,1
0,3,1,1,0,5,2,1,min_max,1,0.838709677,0,1,1
0,3,1,1,0,5,2,1,max_abs,1,0.857142857,0,1,1
0,3,1,1,0,5,2,1,robust,1,0.827586207,0,1,1
0,3,1,1,0,5,2,1,normalize,1,0.8125,0,1,1
1,3,1,1,0,5,2,1,None,0,0.625,0,1,0
1,3,1,1,0,5,2,1,standard,1,0.721311475,0,1,0
1,3,1,1,0,5,2,1,min_max,1,0.78125,0,1,0
1,3,1,1,0,5,2,1,max_abs,1,0.8,0,1,0
1,3,1,1,0,5,2,1,robust,1,0.761904762,0,1,0
1,3,1,1,0,5,2,1,normalize,1,0.769230769,0,1,0
1,3,1,1,0,5,2,1,None,0,0.625,0,1,1
1,3,1,1,0,5,2,1,standard,1,0.779661017,0,1,1
1,3,1,1,0,5,2,1,min_max,1,0.84375,0,1,1
1,3,1,1,0,5,2,1,max_abs,1,0.84375,0,1,1
1,3,1,1,0,5,2,1,robust,1,0.827586207,0,1,1
1,3,1,1,0,5,2,1,normalize,1,0.84375,0,1,1
0,3,1,0,1,5,2,0,None,0,0.603174603,0,0,0
0,3,1,0,1,5,2,0,standard,1,0.779661017,0,0,0
0,3,1,0,1,5,2,0,min_max,1,0.8125,0,0,0
0,3,1,0,1,5,2,0,max_abs,1,0.825396825,0,0,0
0,3,1,0,1,5,2,0,robust,1,0.766666667,0,0,0
0,3,1,0,1,5,2,0,normalize,1,0.8,0,0,0
0,3,1,0,1,5,2,0,None,0,0.603174603,0,0,1
0,3,1,0,1,5,2,0,standard,1,0.8,0,0,1
0,3,1,0,1,5,2,0,min_max,1,0.8125,0,0,1
0,3,1,0,1,5,2,0,max_abs,1,0.825396825,0,0,1
0,3,1,0,1,5,2,0,robust,1,0.8,0,0,1
0,3,1,0,1,5,2,0,normalize,1,0.8125,0,0,1
1,3,1,0,1,5,2,0,None,0,0.603174603,0,0,0
1,3,1,0,1,5,2,0,standard,1,0.754098361,0,0,0
1,3,1,0,1,5,2,0,min_max,1,0.761904762,0,0,0
1,3,1,0,1,5,2,0,max_abs,1,0.78125,0,0,0
1,3,1,0,1,5,2,0,robust,1,0.766666667,0,0,0
1,3,1,0,1,5,2,0,normalize,1,0.769230769,0,0,0
1,3,1,0,1,5,2,0,None,0,0.603174603,0,0,1
1,3,1,0,1,5,2,0,standard,1,0.766666667,0,0,1
1,3,1,0,1,5,2,0,min_max,1,0.793650794,0,0,1
1,3,1,0,1,5,2,0,max_abs,1,0.825396825,0,0,1
1,3,1,0,1,5,2,0,robust,1,0.813559322,0,0,1
1,3,1,0,1,5,2,0,normalize,1,0.793650794,0,0,1
0,3,1,0,1,5,2,0,None,0,0.625,0,1,0
0,3,1,0,1,5,2,0,standard,1,0.819672131,0,1,0
0,3,1,0,1,5,2,0,min_max,1,0.870967742,0,1,0
0,3,1,0,1,5,2,0,max_abs,1,0.84375,0,1,0
0,3,1,0,1,5,2,0,robust,1,0.825396825,0,1,0
0,3,1,0,1,5,2,0,normalize,1,0.857142857,0,1,0
0,3,1,0,1,5,2,0,None,0,0.625,0,1,1
0,3,1,0,1,5,2,0,standard,1,0.838709677,0,1,1
0,3,1,0,1,5,2,0,min_max,1,0.857142857,0,1,1
0,3,1,0,1,5,2,0,max_abs,1,0.84375,0,1,1
0,3,1,0,1,5,2,0,robust,1,0.827586207,0,1,1
0,3,1,0,1,5,2,0,normalize,1,0.830769231,0,1,1
1,3,1,0,1,5,2,0,None,0,0.625,0,1,0
1,3,1,0,1,5,2,0,standard,1,0.761904762,0,1,0
1,3,1,0,1,5,2,0,min_max,1,0.8125,0,1,0
1,3,1,0,1,5,2,0,max_abs,1,0.8,0,1,0
1,3,1,0,1,5,2,0,robust,1,0.806451613,0,1,0
1,3,1,0,1,5,2,0,normalize,1,0.818181818,0,1,0
1,3,1,0,1,5,2,0,None,0,0.625,0,1,1
1,3,1,0,1,5,2,0,standard,1,0.8,0,1,1
1,3,1,0,1,5,2,0,min_max,1,0.870967742,0,1,1
1,3,1,0,1,5,2,0,max_abs,1,0.857142857,0,1,1
1,3,1,0,1,5,2,0,robust,1,0.847457627,0,1,1
1,3,1,0,1,5,2,0,normalize,1,0.825396825,0,1,1
0,3,1,1,1,5,2,0,None,0,0.603174603,0,0,0
0,3,1,1,1,5,2,0,standard,1,0.75862069,0,0,0
0,3,1,1,1,5,2,0,min_max,1,0.8125,0,0,0
0,3,1,1,1,5,2,0,max_abs,1,0.8125,0,0,0
0,3,1,1,1,5,2,0,robust,1,0.813559322,0,0,0
0,3,1,1,1,5,2,0,normalize,1,0.825396825,0,0,0
0,3,1,1,1,5,2,0,None,0,0.603174603,0,0,1
0,3,1,1,1,5,2,0,standard,1,0.813559322,0,0,1
0,3,1,1,1,5,2,0,min_max,1,0.852459016,0,0,1
0,3,1,1,1,5,2,0,max_abs,1,0.852459016,0,0,1
0,3,1,1,1,5,2,0,robust,1,0.813559322,0,0,1
0,3,1,1,1,5,2,0,normalize,1,0.825396825,0,0,1
1,3,1,1,1,5,2,0,None,0,0.603174603,0,0,0
1,3,1,1,1,5,2,0,standard,1,0.754098361,0,0,0
1,3,1,1,1,5,2,0,min_max,1,0.761904762,0,0,0
1,3,1,1,1,5,2,0,max_abs,1,0.8,0,0,0
1,3,1,1,1,5,2,0,robust,1,0.766666667,0,0,0
1,3,1,1,1,5,2,0,normalize,1,0.776119403,0,0,0
1,3,1,1,1,5,2,0,None,0,0.603174603,0,0,1
1,3,1,1,1,5,2,0,standard,1,0.793103448,0,0,1
1,3,1,1,1,5,2,0,min_max,1,0.8,0,0,1
1,3,1,1,1,5,2,0,max_abs,1,0.838709677,0,0,1
1,3,1,1,1,5,2,0,robust,1,0.8,0,0,1
1,3,1,1,1,5,2,0,normalize,1,0.838709677,0,0,1
0,3,1,1,1,5,2,0,None,0,0.625,0,1,0
0,3,1,1,1,5,2,0,standard,1,0.813559322,0,1,0
0,3,1,1,1,5,2,0,min_max,1,0.838709677,0,1,0
0,3,1,1,1,5,2,0,max_abs,1,0.8125,0,1,0
0,3,1,1,1,5,2,0,robust,1,0.819672131,0,1,0
0,3,1,1,1,5,2,0,normalize,1,0.825396825,0,1,0
0,3,1,1,1,5,2,0,None,0,0.625,0,1,1
0,3,1,1,1,5,2,0,standard,1,0.819672131,0,1,1
0,3,1,1,1,5,2,0,min_max,1,0.852459016,0,1,1
0,3,1,1,1,5,2,0,max_abs,1,0.870967742,0,1,1
0,3,1,1,1,5,2,0,robust,1,0.847457627,0,1,1
0,3,1,1,1,5,2,0,normalize,1,0.825396825,0,1,1
1,3,1,1,1,5,2,0,None,0,0.625,0,1,0
1,3,1,1,1,5,2,0,standard,1,0.754098361,0,1,0
1,3,1,1,1,5,2,0,min_max,1,0.8125,0,1,0
1,3,1,1,1,5,2,0,max_abs,1,0.8,0,1,0
1,3,1,1,1,5,2,0,robust,1,0.766666667,0,1,0
1,3,1,1,1,5,2,0,normalize,1,0.787878788,0,1,0
1,3,1,1,1,5,2,0,None,0,0.625,0,1,1
1,3,1,1,1,5,2,0,standard,1,0.793103448,0,1,1
1,3,1,1,1,5,2,0,min_max,1,0.857142857,0,1,1
1,3,1,1,1,5,2,0,max_abs,1,0.84375,0,1,1
1,3,1,1,1,5,2,0,robust,1,0.827586207,0,1,1
1,3,1,1,1,5,2,0,normalize,1,0.8125,0,1,1
0,3,1,0,1,5,2,1,None,0,0.603174603,0,0,0
0,3,1,0,1,5,2,1,standard,1,0.745762712,0,0,0
0,3,1,0,1,5,2,1,min_max,1,0.8,0,0,0
0,3,1,0,1,5,2,1,max_abs,1,0.8,0,0,0
0,3,1,0,1,5,2,1,robust,1,0.733333333,0,0,0
0,3,1,0,1,5,2,1,normalize,1,0.8,0,0,0
0,3,1,0,1,5,2,1,None,0,0.603174603,0,0,1
0,3,1,0,1,5,2,1,standard,1,0.813559322,0,0,1
0,3,1,0,1,5,2,1,min_max,1,0.8,0,0,1
0,3,1,0,1,5,2,1,max_abs,1,0.8125,0,0,1
0,3,1,0,1,5,2,1,robust,1,0.779661017,0,0,1
0,3,1,0,1,5,2,1,normalize,1,0.8,0,0,1
1,3,1,0,1,5,2,1,None,0,0.603174603,0,0,0
1,3,1,0,1,5,2,1,standard,1,0.754098361,0,0,0
1,3,1,0,1,5,2,1,min_max,1,0.761904762,0,0,0
1,3,1,0,1,5,2,1,max_abs,1,0.78125,0,0,0
1,3,1,0,1,5,2,1,robust,1,0.745762712,0,0,0
1,3,1,0,1,5,2,1,normalize,1,0.757575758,0,0,0
1,3,1,0,1,5,2,1,None,0,0.603174603,0,0,1
1,3,1,0,1,5,2,1,standard,1,0.785714286,0,0,1
1,3,1,0,1,5,2,1,min_max,1,0.746268657,0,0,1
1,3,1,0,1,5,2,1,max_abs,1,0.8125,0,0,1
1,3,1,0,1,5,2,1,robust,1,0.8,0,0,1
1,3,1,0,1,5,2,1,normalize,1,0.769230769,0,0,1
0,3,1,0,1,5,2,1,None,0,0.625,0,1,0
0,3,1,0,1,5,2,1,standard,1,0.8,0,1,0
0,3,1,0,1,5,2,1,min_max,1,0.857142857,0,1,0
0,3,1,0,1,5,2,1,max_abs,1,0.857142857,0,1,0
0,3,1,0,1,5,2,1,robust,1,0.761904762,0,1,0
0,3,1,0,1,5,2,1,normalize,1,0.857142857,0,1,0
0,3,1,0,1,5,2,1,None,0,0.625,0,1,1
0,3,1,0,1,5,2,1,standard,1,0.819672131,0,1,1
0,3,1,0,1,5,2,1,min_max,1,0.84375,0,1,1
0,3,1,0,1,5,2,1,max_abs,1,0.857142857,0,1,1
0,3,1,0,1,5,2,1,robust,1,0.813559322,0,1,1
0,3,1,0,1,5,2,1,normalize,1,0.857142857,0,1,1
1,3,1,0,1,5,2,1,None,0,0.625,0,1,0
1,3,1,0,1,5,2,1,standard,1,0.779661017,0,1,0
1,3,1,0,1,5,2,1,min_max,1,0.787878788,0,1,0
1,3,1,0,1,5,2,1,max_abs,1,0.787878788,0,1,0
1,3,1,0,1,5,2,1,robust,1,0.754098361,0,1,0
1,3,1,0,1,5,2,1,normalize,1,0.776119403,0,1,0
1,3,1,0,1,5,2,1,None,0,0.625,0,1,1
1,3,1,0,1,5,2,1,standard,1,0.771929825,0,1,1
1,3,1,0,1,5,2,1,min_max,1,0.84375,0,1,1
1,3,1,0,1,5,2,1,max_abs,1,0.84375,0,1,1
1,3,1,0,1,5,2,1,robust,1,0.827586207,0,1,1
1,3,1,0,1,5,2,1,normalize,1,0.8125,0,1,1
0,3,1,1,1,5,2,1,None,0,0.603174603,0,0,0
0,3,1,1,1,5,2,1,standard,1,0.779661017,0,0,0
0,3,1,1,1,5,2,1,min_max,1,0.825396825,0,0,0
0,3,1,1,1,5,2,1,max_abs,1,0.825396825,0,0,0
0,3,1,1,1,5,2,1,robust,1,0.754098361,0,0,0
0,3,1,1,1,5,2,1,normalize,1,0.838709677,0,0,0
0,3,1,1,1,5,2,1,None,0,0.603174603,0,0,1
0,3,1,1,1,5,2,1,standard,1,0.813559322,0,0,1
0,3,1,1,1,5,2,1,min_max,1,0.825396825,0,0,1
0,3,1,1,1,5,2,1,max_abs,1,0.825396825,0,0,1
0,3,1,1,1,5,2,1,robust,1,0.827586207,0,0,1
0,3,1,1,1,5,2,1,normalize,1,0.825396825,0,0,1
1,3,1,1,1,5,2,1,None,0,0.603174603,0,0,0
1,3,1,1,1,5,2,1,standard,1,0.754098361,0,0,0
1,3,1,1,1,5,2,1,min_max,1,0.774193548,0,0,0
1,3,1,1,1,5,2,1,max_abs,1,0.78125,0,0,0
1,3,1,1,1,5,2,1,robust,1,0.733333333,0,0,0
1,3,1,1,1,5,2,1,normalize,1,0.8,0,0,0
1,3,1,1,1,5,2,1,None,0,0.603174603,0,0,1
1,3,1,1,1,5,2,1,standard,1,0.827586207,0,0,1
1,3,1,1,1,5,2,1,min_max,1,0.774193548,0,0,1
1,3,1,1,1,5,2,1,max_abs,1,0.8125,0,0,1
1,3,1,1,1,5,2,1,robust,1,0.813559322,0,0,1
1,3,1,1,1,5,2,1,normalize,1,0.825396825,0,0,1
0,3,1,1,1,5,2,1,None,0,0.625,0,1,0
0,3,1,1,1,5,2,1,standard,1,0.8,0,1,0
0,3,1,1,1,5,2,1,min_max,1,0.825396825,0,1,0
0,3,1,1,1,5,2,1,max_abs,1,0.84375,0,1,0
0,3,1,1,1,5,2,1,robust,1,0.825396825,0,1,0
0,3,1,1,1,5,2,1,normalize,1,0.825396825,0,1,0
0,3,1,1,1,5,2,1,None,0,0.625,0,1,1
0,3,1,1,1,5,2,1,standard,1,0.852459016,0,1,1
0,3,1,1,1,5,2,1,min_max,1,0.838709677,0,1,1
0,3,1,1,1,5,2,1,max_abs,1,0.857142857,0,1,1
0,3,1,1,1,5,2,1,robust,1,0.827586207,0,1,1
0,3,1,1,1,5,2,1,normalize,1,0.825396825,0,1,1
1,3,1,1,1,5,2,1,None,0,0.625,0,1,0
1,3,1,1,1,5,2,1,standard,1,0.733333333,0,1,0
1,3,1,1,1,5,2,1,min_max,1,0.776119403,0,1,0
1,3,1,1,1,5,2,1,max_abs,1,0.794117647,0,1,0
1,3,1,1,1,5,2,1,robust,1,0.754098361,0,1,0
1,3,1,1,1,5,2,1,normalize,1,0.757575758,0,1,0
1,3,1,1,1,5,2,1,None,0,0.625,0,1,1
1,3,1,1,1,5,2,1,standard,1,0.807017544,0,1,1
1,3,1,1,1,5,2,1,min_max,1,0.830769231,0,1,1
1,3,1,1,1,5,2,1,max_abs,1,0.84375,0,1,1
1,3,1,1,1,5,2,1,robust,1,0.827586207,0,1,1
1,3,1,1,1,5,2,1,normalize,1,0.825396825,0,1,1
0,3,0,0,0,5,2,0,None,0,0.603174603,1,0,0
0,3,0,0,0,5,2,0,standard,1,0.830769231,1,0,0
0,3,0,0,0,5,2,0,min_max,1,0.787878788,1,0,0
0,3,0,0,0,5,2,0,max_abs,1,0.8125,1,0,0
0,3,0,0,0,5,2,0,robust,1,0.769230769,1,0,0
0,3,0,0,0,5,2,0,normalize,1,0.8125,1,0,0
0,3,0,0,0,5,2,0,None,0,0.603174603,1,0,1
0,3,0,0,0,5,2,0,standard,1,0.830769231,1,0,1
0,3,0,0,0,5,2,0,min_max,1,0.830769231,1,0,1
0,3,0,0,0,5,2,0,max_abs,1,0.84375,1,0,1
0,3,0,0,0,5,2,0,robust,1,0.819672131,1,0,1
0,3,0,0,0,5,2,0,normalize,1,0.830769231,1,0,1
1,3,0,0,0,5,2,0,None,0,0.603174603,1,0,0
1,3,0,0,0,5,2,0,standard,1,0.757575758,1,0,0
1,3,0,0,0,5,2,0,min_max,1,0.823529412,1,0,0
1,3,0,0,0,5,2,0,max_abs,1,0.823529412,1,0,0
1,3,0,0,0,5,2,0,robust,1,0.757575758,1,0,0
1,3,0,0,0,5,2,0,normalize,1,0.714285714,1,0,0
1,3,0,0,0,5,2,0,None,0,0.603174603,1,0,1
1,3,0,0,0,5,2,0,standard,1,0.8125,1,0,1
1,3,0,0,0,5,2,0,min_max,1,0.835820896,1,0,1
1,3,0,0,0,5,2,0,max_abs,1,0.848484848,1,0,1
1,3,0,0,0,5,2,0,robust,1,0.8125,1,0,1
1,3,0,0,0,5,2,0,normalize,1,0.830769231,1,0,1
0,3,0,0,0,5,2,0,None,0,0.603174603,1,1,0
0,3,0,0,0,5,2,0,standard,1,0.8125,1,1,0
0,3,0,0,0,5,2,0,min_max,1,0.78125,1,1,0
0,3,0,0,0,5,2,0,max_abs,1,0.78125,1,1,0
0,3,0,0,0,5,2,0,robust,1,0.830769231,1,1,0
0,3,0,0,0,5,2,0,normalize,1,0.776119403,1,1,0
0,3,0,0,0,5,2,0,None,0,0.603174603,1,1,1
0,3,0,0,0,5,2,0,standard,1,0.857142857,1,1,1
0,3,0,0,0,5,2,0,min_max,1,0.830769231,1,1,1
0,3,0,0,0,5,2,0,max_abs,1,0.8,1,1,1
0,3,0,0,0,5,2,0,robust,1,0.838709677,1,1,1
0,3,0,0,0,5,2,0,normalize,1,0.818181818,1,1,1
1,3,0,0,0,5,2,0,None,0,0.625,1,1,0
1,3,0,0,0,5,2,0,standard,1,0.787878788,1,1,0
1,3,0,0,0,5,2,0,min_max,1,0.764705882,1,1,0
1,3,0,0,0,5,2,0,max_abs,1,0.764705882,1,1,0
1,3,0,0,0,5,2,0,robust,1,0.769230769,1,1,0
1,3,0,0,0,5,2,0,normalize,1,0.735294118,1,1,0
1,3,0,0,0,5,2,0,None,0,0.625,1,1,1
1,3,0,0,0,5,2,0,standard,1,0.825396825,1,1,1
1,3,0,0,0,5,2,0,min_max,1,0.818181818,1,1,1
1,3,0,0,0,5,2,0,max_abs,1,0.8125,1,1,1
1,3,0,0,0,5,2,0,robust,1,0.793650794,1,1,1
1,3,0,0,0,5,2,0,normalize,1,0.818181818,1,1,1
0,3,0,1,0,5,2,0,None,0,0.603174603,1,0,0
0,3,0,1,0,5,2,0,standard,1,0.8,1,0,0
0,3,0,1,0,5,2,0,min_max,1,0.8125,1,0,0
0,3,0,1,0,5,2,0,max_abs,1,0.8125,1,0,0
0,3,0,1,0,5,2,0,robust,1,0.8125,1,0,0
0,3,0,1,0,5,2,0,normalize,1,0.825396825,1,0,0
0,3,0,1,0,5,2,0,None,0,0.603174603,1,0,1
0,3,0,1,0,5,2,0,standard,1,0.830769231,1,0,1
0,3,0,1,0,5,2,0,min_max,1,0.830769231,1,0,1
0,3,0,1,0,5,2,0,max_abs,1,0.830769231,1,0,1
0,3,0,1,0,5,2,0,robust,1,0.806451613,1,0,1
0,3,0,1,0,5,2,0,normalize,1,0.818181818,1,0,1
1,3,0,1,0,5,2,0,None,0,0.603174603,1,0,0
1,3,0,1,0,5,2,0,standard,1,0.769230769,1,0,0
1,3,0,1,0,5,2,0,min_max,1,0.794117647,1,0,0
1,3,0,1,0,5,2,0,max_abs,1,0.794117647,1,0,0
1,3,0,1,0,5,2,0,robust,1,0.73015873,1,0,0
1,3,0,1,0,5,2,0,normalize,1,0.727272727,1,0,0
1,3,0,1,0,5,2,0,None,0,0.603174603,1,0,1
1,3,0,1,0,5,2,0,standard,1,0.8125,1,0,1
1,3,0,1,0,5,2,0,min_max,1,0.835820896,1,0,1
1,3,0,1,0,5,2,0,max_abs,1,0.835820896,1,0,1
1,3,0,1,0,5,2,0,robust,1,0.793650794,1,0,1
1,3,0,1,0,5,2,0,normalize,1,0.84375,1,0,1
0,3,0,1,0,5,2,0,None,0,0.603174603,1,1,0
